,review,rating,Positive,Negative,Neutral,Output,Character Counts,Word Counts
340,truli happi flipcart head phone extrem work good best prize rangei would like recommend guy go head phoneread,5,0.542,0.0,0.458,Happy,109,18
341,superb sound nice everyth blockbust product thank much flipkart love allread,5,0.66,0.0,0.34,Happy,76,11
342,quit rock solid perform sound qualiti better compar product market definit worth buy took lot review read happi purchaseread,4,0.286,0.0,0.714,Unhappy,124,19
343,bass heavi expect like premium headphon sound qualiti good excel good deal  bucksread,3,0.557,0.0,0.443,Unhappy,85,13
344,use  day readi say someth boat rckrs  design sound qualitybass batteri backup super condit use full day charg one half  hour product abl give full day batteri life  perform btri go low thn take tnsn abl use aux cabl short product best  amount go itread,5,0.155,0.04,0.805,Happy,252,45
345,love headphon great qualiti perfect colour combo super extra bass effect handi read,5,0.639,0.0,0.361,Happy,83,13
346,extraordinari sound feel top world good work boatread,5,0.439,0.0,0.561,Happy,53,8
347,good bass good sound use best playingread,5,0.714,0.0,0.286,Happy,41,7
348,good productbass clear  feel comfort weari got  day order fast deliveri isread,5,0.471,0.0,0.529,Happy,78,12
349,use headphon  month  month band break band qualiti low better buy good qualiti headphon till  month run realli fantast disappoint band qualiti go headphon better bluetooth version also lowread,2,0.232,0.128,0.64,Unhappy,192,29
350,nice product worthi money batteri backup realli good  month good backup sound goodread,5,0.462,0.0,0.538,Happy,86,13
351,comfort look awesom sound good bass good  accord point view good music lover batteri awesom  happi product use first give feedback use  monthread,5,0.455,0.0,0.545,Happy,145,23
352,superb qualiti littl bit tightbluetooth connect averagebass clear high want good sound qualiti good bass wireless headphon go itread,5,0.496,0.0,0.504,Happy,132,19
353,nice headphon unabl make clear convers caller abl hear voic clear side possibl better purchas boat headphon  rang without bluetoothread,5,0.405,0.0,0.595,Happy,135,20
354,best ever headphon ever bought sound qualiti awesom design also cool worth everi penni compar  skullcandyread,5,0.393,0.0,0.607,Happy,109,16
355,sound good decent bass good batteri backup got special price rs worth money noic cancel bad other cannot hear us noici place travel overal good product price rangeread,4,0.334,0.138,0.528,Unhappy,167,28
356,suitabl call call get lot noic abl hear audio clear side good call good enough musicread,2,0.393,0.0,0.607,Unhappy,88,16
357,auxiliari cabl work good overal product good suffici charg good sound qualiti good blutooth rangeread,4,0.513,0.0,0.487,Unhappy,101,15
358,loo comfort one choic short ear  recommend buy sound qualiti fabul read,3,0.333,0.0,0.667,Unhappy,71,12
359,headphon awesom perform superb absolut recommend buy sound qualiti excel bass also awesom built qualiti total amaz best headphon ever valu money alsoread,5,0.421,0.0,0.579,Happy,153,23
360,awesom sound qualiti batteri backup amaz comfort look wise love productread,5,0.551,0.0,0.449,Happy,75,11
361,awesom product awesom sound qualiti deep bass person opinion buy reason price  thank flipkart awesom productread,5,0.143,0.0,0.857,Happy,112,16
362,good connect problemand call alway lag sound qualiti excel base realli much excel  batteri backup goodal good bcz old version bluetooth mayb call lagsread,3,0.355,0.072,0.572,Unhappy,154,24
363,good qualiti good style great experi bass boost wireless comfort pubg also search good wireless wire headphon best headphon love itread,4,0.67,0.0,0.33,Unhappy,135,21
364,love boat rockerz  batteri backup amaz fit also perfect earcup easili adjust bass also good also love color  like almost everyth headphon wear gym everyday sweatproof remov wipe sweat get accumul earcup incom outgo call facil amaz overal best buyread,4,0.423,0.0,0.577,Unhappy,250,40
365,good experi got headset wich onsid litl sound low  bass extrem good good experienceread,3,0.418,0.101,0.481,Unhappy,87,14
366,well use  month worth rs  sound qualiti pretti good look also good although bit tight ear initi would say loosen fit comfort level sound actual good bluetooth rang bad loos connect get room mic also work proper sometim get inr  go although compar mivi headphonesread,4,0.304,0.06,0.636,Unhappy,266,45
367,omg valu money product commit compani bass awesom  build qualiti good budget buy headphon  person recommend go nice productread,5,0.409,0.0,0.591,Happy,127,19
368,headphon good order twice best bass sound qualiti  look headphon good look desirableread,5,0.5,0.0,0.5,Happy,88,13
369,well use  month worth rs  sound qualiti pretti good look also good although bit tight ear initi would say loosen fit comfort level sound actual good bluetooth rang bad loos connect get room mic also work proper sometim get inr  go although compar mivi headphonesread,4,0.304,0.06,0.636,Unhappy,266,45
370,omg valu money product commit compani bass awesom  build qualiti good budget buy headphon  person recommend go nice productread,5,0.409,0.0,0.591,Happy,127,19
371,headphon good order twice best bass sound qualiti  look headphon good look desirableread,5,0.5,0.0,0.5,Happy,88,13
372,superb headphon sound clear speak person inbuilt mic ok use  bluetooth also inbuilt aux output overal awesom speaker thank provid headphon thank fast deliveryread,5,0.422,0.0,0.578,Happy,162,24
373,mind blow awesom brilliant gadget perfect travel light easi carri charg super fast sound qualiti amaz price itread,5,0.432,0.0,0.568,Happy,114,18
374,worth buy super power super base total budget friend handyread,5,0.683,0.0,0.317,Happy,62,10
375,nice product truatabl brand boat  batteri qualiti phenomin bass decent audio also averag worth buy ho itread,5,0.239,0.0,0.761,Happy,108,17
376,cannot express good good enoughsound outstand bass outstand batteri backup outstand everyth outstand productread,5,0.0,0.286,0.714,Happy,112,14
377,great wireless weird use bass great work good devic batteri backup also goodfor max sound gave  hr backupread,5,0.414,0.063,0.522,Happy,109,18
378,good pain ear smooth ear compat although sound bass qualiti better product rangeread,4,0.304,0.173,0.524,Unhappy,84,13
379,almost year purchas thisapril  work date use first timether one drawback gave  star mic good call play game work awesom call voic clear siderest assur best headphon price rang would tell go itread,4,0.294,0.0,0.706,Unhappy,196,33
380,super sound awesom bass good dj song batteri back also good got aginst  rs realli realli nice headphoneread,5,0.472,0.0,0.528,Happy,107,18
381,overal product nice  look stylish  light weight sound qualiti also goodread,4,0.219,0.0,0.781,Unhappy,75,11
382, day use write review  first amaz product boat perform sound qualiti awesom bass kick ear build qualiti good wear ear think wil break easiley nop strong build qualiti assurepro bass extrem battrey backup superbuild qualiti cool     consyou realis ear pain minut first time becom comfortablei reciev read,5,0.155,0.06,0.785,Happy,303,47
383,buy child like muchit also good play royal battl game also like muchread,5,0.534,0.0,0.466,Happy,72,13
384,good productam write use  month satisfi love itread,5,0.542,0.0,0.458,Happy,51,8
385,want buy listen song superb mind blowingif want buy call good bcoz sometim cannot talk clear wise buy itread,4,0.351,0.173,0.476,Unhappy,108,19
386,realli perform good son like much best qualiti love product flipkartread,5,0.663,0.0,0.337,Happy,72,11
387,good product trust productread,5,0.756,0.0,0.244,Happy,30,4
388,veri good night fast deliveri good product sound base well batteri backup good goodread,4,0.519,0.0,0.481,Unhappy,87,14
389,good product worth money buy  boat rockerz  better oneread,4,0.562,0.0,0.438,Unhappy,58,9
390,honest review use coupl day pleas rememb buy headphonesprossuperb bass sound qualiti nois cancel superb use bus abl hear sound come price product realli low price get product look definit awesomeconsbluetooth connect poor bluetooth version  lag sometim might feel small gread,5,0.142,0.185,0.673,Happy,275,41
391,think decent averag headphon moder sound bass max   hrs batteri sustain accord usag well quit comfort wear carri huge drawback headphon microphon work nois cancel headphonesread,3,0.223,0.065,0.712,Unhappy,177,26
392,think headphon par beyond expect good way expect strong bass sound qualiti premium afford pricelov design give sporti look easi carri kudo boat manufactur team thank lot flipkart offer rs  onlybass lover  best buy afford priceread,5,0.35,0.0,0.65,Happy,230,36
393,realli good experi boat rockerz  good qualiti sound  bass imp thing headphon   easili foldabl nd easili pickup exercis game time  realli thnx boat compani beauti product  nd wish definit make differ headi best head  keep guy read,4,0.278,0.0,0.722,Unhappy,229,37
394,overal nice product  bass good  voic accuraci littl inaccur play song  batteri backup also good  rang actual  within  rang use overal good product say  best valu money deal special sale  littl tight ear  use day long  except mention issu niceread,4,0.387,0.0,0.613,Unhappy,246,40
395,boat rocker  typic budget friend purchas  got  definit worth valu say  bass great support well  might tight ear first day perfect valuabl productread,5,0.51,0.0,0.49,Happy,149,23
396,boat rocker best choic buy buget headphon bass nice bulid qualiti also good comfort long period useread,4,0.488,0.0,0.512,Unhappy,103,17
397,amaz deliveri flipkart simpli superb product love clear sound clariti nice bass  worthabl price ,4,0.578,0.0,0.422,Unhappy,96,14
398,wow headphon super super voic  batteri also good best headphon  got  rs wow  cheap  thank flipkart love flipkartread,5,0.745,0.0,0.255,Happy,116,18
399,boat rocker  typic budget friend purchas  got  definit worth valu say  bass great support well  might tight ear first day perfect valuabl productread,5,0.51,0.0,0.49,Happy,149,23
400,boat rocker best choic buy buget headphon bass nice bulid qualiti also good comfort long period useread,4,0.488,0.0,0.512,Unhappy,103,17
401,amaz deliveri flipkart simpli superb product love clear sound clariti nice bass  worthabl price ,4,0.578,0.0,0.422,Unhappy,96,14
402,wow headphon super super voic  batteri also good best headphon  got  rs wow  cheap  thank flipkart love flipkartread,5,0.745,0.0,0.255,Happy,116,18
403,suburb amaz product love suggest  buy boat headphon flipkart nice seller fast deliveri ekartread,5,0.368,0.0,0.632,Happy,96,14
404,boat rockerz product good littl bit disappoint hardwar  made strong otherwis product awsm sound qualiti superbbluetooth rang also good bass superb feel song headphon love itread,5,0.434,0.067,0.499,Happy,177,26
405,stun product look phenomen  compat head come topnotch qualiti reason price tagread,4,0.0,0.0,1.0,Unhappy,82,12
406,volum  person besid also enjoy song lol bluetooth qualiti good put mobol pocket bag music becom glitchi anyway good price though better bluetooth qualiti sound concel qualiti suggest increac budget one fine priceread,4,0.379,0.0,0.621,Unhappy,216,33
407,awesom best bassit pretti light weight trebl coolabov best budget headphoneread,5,0.483,0.0,0.517,Happy,79,11
408,good productr happi flipkart servic areaand product also niceand base goodread,5,0.225,0.0,0.775,Happy,78,11
409,wonder full product happi way work sound qualiti  continui use longer period  ear hurt  deliveri flipkart timeread,4,0.0,0.175,0.825,Unhappy,114,17
410,perfect one whose look balanc audibl better bass experi enhanc rich music extra bass distract good qualiti sound  happi product read,4,0.419,0.07,0.511,Unhappy,132,21
411,sound qualiti great also compact size make easi usag travel  love itread,5,0.454,0.0,0.546,Happy,72,12
412,amaz headphon  use main game minimalzero latencyyou hear everi detail game realli help portabl build best would say definit lightest wireless headphon around confid worth moneysometim use laptop use  cabl happi itread,5,0.233,0.0,0.767,Happy,217,32
413,better product good sound qualiti two way useabl thank sellerread,5,0.542,0.0,0.458,Happy,65,10
414,pretti  good   everyth fine     thing  order   decemb   show would  reach  th decemb   decemb   got  decemb     almost  lost hope product  thank god got thisread,4,0.42,0.065,0.516,Unhappy,161,23
415,first flipkart deliv agent behavior good reliablesecond boat headphon qualiti durabl good far aspect ed fascin alsolast thank flipkart grate  product deliveri recommend everyon buy productread,5,0.329,0.0,0.671,Happy,192,26
416,pros  good qualiti materi use  handl day day use easili  good qualiti sound  bass ok con  rang low  connect problem crowd place like bustrain best price rang read,4,0.363,0.119,0.519,Unhappy,162,28
417,great headphon afford price segment muff tight first use go get better time get adjustedread,5,0.35,0.0,0.65,Happy,92,15
418,got one defect product first time return order new one seller replac polici unabl hear sound one speaker first purchas new one arriv shock mind blow super bass crystal clear sound work without bluetooth connect aux cabl suppli also got charg cabl charg cabl mark cheap receiv parcel origin product boread,5,0.111,0.085,0.803,Happy,304,51
419,first flipkart deliv agent behavior good reliablesecond boat headphon qualiti durabl good far aspect ed fascin alsolast thank flipkart grate  product deliveri recommend everyon buy productread,5,0.329,0.0,0.671,Happy,192,26
420,pros  good qualiti materi use  handl day day use easili  good qualiti sound  bass ok con  rang low  connect problem crowd place like bustrain best price rang read,4,0.363,0.119,0.519,Unhappy,162,28
421,great headphon afford price segment muff tight first use go get better time get adjustedread,5,0.35,0.0,0.65,Happy,92,15
422,got one defect product first time return order new one seller replac polici unabl hear sound one speaker first purchas new one arriv shock mind blow super bass crystal clear sound work without bluetooth connect aux cabl suppli also got charg cabl charg cabl mark cheap receiv parcel origin product boread,5,0.111,0.085,0.803,Happy,304,51
423,best price rang one side stop work month replac boat compani good one worth itread,5,0.405,0.099,0.495,Happy,82,15
424,nice product boat best bluetooth handset price love soo much high recommend thisread,5,0.604,0.0,0.396,Happy,84,13
425,good headphon comfort factor realli good advantag use wireless wire overal great valu moneyread,5,0.554,0.0,0.446,Happy,95,14
426,first time give review friend believ good producteveryth fine good feel happi purchas itread,5,0.519,0.0,0.481,Happy,92,14
427,nice headphon bluetooth rang kaam hai long distanc work sound qualiti best batteri also good thank flipkartread,4,0.488,0.0,0.512,Unhappy,111,17
428,headphon qualiti super base panchi clear clear sound love qualiti headphon bluetooth connect also good charg time also less charg  hour better sound better qualityread,5,0.544,0.0,0.456,Happy,167,25
429,overal good bluetooth headphon rang talk phone use headphon opposit person get voic clear time receiv  get littl reason return tri  day otherwis good listen song onlyread,3,0.259,0.0,0.741,Unhappy,170,27
430,nice headset super sound super base qualiti good batteri backupoveral goodread,5,0.659,0.0,0.341,Happy,78,11
431,sound qualiti truli amaz cannot use  ear start pain comfort fitbluetooth fine music dorsnt work proper watch video bluetooth modebuff problemread,3,0.168,0.129,0.703,Unhappy,145,21
432,sound qualiti good bass superb batteri life good  three month could start think buy suggest buy littl boat earbud boat neckband realli good compar  last thank flipkart take reviewread,3,0.389,0.0,0.611,Unhappy,183,29
433,writ review  month use genuin sound good  comfort use  hour hurt lot tight ear claim  hour playback gave around  hour batteri life reach  sudden die hope review help youif plan buy headphon compromis comfortread,3,0.261,0.157,0.582,Unhappy,211,34
434,comfort long time use lakin  hr use k lea best h sound toh good es price rang mread,5,0.425,0.0,0.575,Happy,83,18
435,realli awesom wireless headphon compar price n realli worth money total love productread,4,0.379,0.0,0.621,Unhappy,88,13
436,product good good compani howev dint like courier fellow spoken wile made call ask come hous deliv sound like interest talk custom phone rude way sound  plus dint changeread,5,0.347,0.075,0.578,Happy,173,29
437,verri good product music produc use mani headphon amaz product actual feel bass batteri backup amaz even charg   day  great product music fan go fot itread,5,0.288,0.0,0.712,Happy,155,26
438,cannot believ kind advanc featur provid boat minimum priceit cool impress gadgeti love itread,5,0.424,0.125,0.451,Happy,93,14
439,super low price extraordinari product bluetooth connect quick samsung bass qualiti realli good sound harsh headphon lightweight portabl also come aux cabl case batteri die beep sound pretti strong volum high best bluetooth headphon buy price  need product boatread,5,0.259,0.161,0.58,Happy,264,39
440,awsom extordinari product realli good sound qualiti refresh hear soft music need better base qualityread,5,0.309,0.0,0.691,Happy,104,15
441,bass work best  aux cabl otherwis price best product got   se option otherwis bestread,5,0.412,0.0,0.588,Happy,86,14
442,best one love product awesom best sound qualiti batteri backupread,5,0.643,0.0,0.357,Happy,66,10
443,nice work well reward experi isread,5,0.741,0.0,0.259,Happy,35,6
444,use month honest review sound qualiti bass batteri time good main concern connect feel bluetooth connect issu use headphon even phone pocket special make call claim  meter rang honest pathet also microphon effici nois cancel parti cannot hear proper outsid surround good thing use inread,2,0.269,0.036,0.695,Unhappy,287,45
445,nice headphon superb bass comfort ear good batteri pack still worth buyingread,5,0.67,0.0,0.33,Happy,78,12
446,best world bass  product like much  best thing colorread,5,0.645,0.0,0.355,Happy,56,9
447, month use headphon person boat speaker headphon lover alreadi  speaker  headphon famili headphon realli upto level first time hear audio like audio qualiti ok bass overwhelm bcoz high volum music get distort build qualiti ok fit everyon fit ok famili member fit well feel discomforread,3,0.372,0.066,0.562,Unhappy,286,45
448,nice qualiti headphoneshigh qualiti beat crystal clear sound also fault plug jack sound clear use bluetooth featureit feel someth like uuuuuuread,4,0.36,0.092,0.548,Unhappy,145,21
449,nice headphon superb bass comfort ear good batteri pack still worth buyingread,5,0.67,0.0,0.33,Happy,78,12
450,doubt awesom hard core game play sound got delay trust compani n realli like take thisif budget take anoth one get upset put ox cabl play work correct  gamingread,4,0.269,0.223,0.508,Unhappy,162,29
451,best world bass  product like much  best thing colorread,5,0.645,0.0,0.355,Happy,56,9
452, month use headphon person boat speaker headphon lover alreadi  speaker  headphon famili headphon realli upto level first time hear audio like audio qualiti ok bass overwhelm bcoz high volum music get distort build qualiti ok fit everyon fit ok famili member fit well feel discomforread,3,0.372,0.066,0.562,Unhappy,286,45
453,nice qualiti headphoneshigh qualiti beat crystal clear sound also fault plug jack sound clear use bluetooth featureit feel someth like uuuuuuread,4,0.36,0.092,0.548,Unhappy,145,21
454,product good batteri backup sound qualiti good  suggest product goodread,5,0.42,0.0,0.58,Happy,72,10
455,good qualiti product flexibl easi use even good batteri backup must buyread,4,0.367,0.0,0.633,Unhappy,75,12
456,product get rich base nice audio qualiti disappoint call ever talk abl person product ok travel main music lover like productread,3,0.457,0.083,0.46,Unhappy,129,21
457,use  month work smooth without issu good bass proper mainten sound qualiti overal good choic look good headset mid rangeread,5,0.0,0.298,0.702,Happy,124,20
458, flipkart god damn super fast servic tq thatand qualiti product super cool everyth grt yrr soon best type qualiti product within budgetread,5,0.467,0.077,0.456,Happy,139,22
459,sound qualiti good work good volum middl level becom notic max volum good buyread,4,0.442,0.0,0.558,Unhappy,81,14
460,made order decemb  night got deliv home around  pm made order flipkart pay later facil big shop day period  dec    price pack good mobil deliveri fast still next month jan   pay due  without extra interest servic fee  charg fine late repay thank flipkart facil boat rocker  superb even price rang  read,5,0.187,0.087,0.726,Happy,302,51
461,good product tri jbl  ubon  boat rocker  product better compar bass give extra bass usin equil comfort take anywhereread,4,0.342,0.0,0.658,Unhappy,120,19
462,valu money say price tag good product sound qualiti good great bass decent howev realli comfort overal good product got  sale good dealread,4,0.517,0.0,0.483,Unhappy,139,23
463,wonder headset boat rockerz  bass good clariti soundsthen differ type fusion sound edit song  awesom mindblow worth buy product miss itread,5,0.197,0.066,0.738,Happy,139,21
464,write review aftet use  week super qualiti sound good come full volumebatteri backup also good get charg within hour last upto new user may feel pain initi day pain feel day usefold easi carrydo buy like extra bassand got  rupe wait offer less luckthank flipkart super fast deliveryread,5,0.253,0.104,0.644,Happy,286,48
465,fantast bass crisp clear voic overal superread,5,0.302,0.0,0.698,Happy,46,7
466,good bass excel listen music mic work proper buy music loverread,5,0.396,0.0,0.604,Happy,64,11
467,beauti design comfort wear  sound qualiti batteri back also good thank flipkart  give nice product rangeread,5,0.471,0.0,0.529,Happy,108,16
468,awesom product boat great deliveri flipkart  expect datebass sound clariti great use nokia bh boat rockerz  leaf bass  high end headphonesread,5,0.301,0.0,0.699,Happy,142,21
469,seen local shop octob confus one buy googl internet found boat popular bought boat rockerz   rsafter realiz fnd  hw  much much better boati left boat rockerz brother bought product local shop  happyalso bought mani product ecommerc first reviewit real review bought fnd  regretprread,3,0.122,0.0,0.878,Unhappy,283,43
470,best headphon ever sound qualiti good bass style headphon good mic seem great function mic also good soundread,5,0.567,0.0,0.433,Happy,110,18
471,use last four month awesom product good build qualiti super batteri backup realli give  hr use one chargeread,5,0.298,0.0,0.702,Happy,109,18
472,use youtub  volum less compar applic general speak bluetooth headset mic level moder cannot hear counterpart alway havnt like use headset hear song music app nice feel love itread,4,0.268,0.0,0.732,Unhappy,179,29
473,use sinc  monthsprossound qualiti amaz awesom bassgood listen music movi travellingbluetooth connect gudautoconnect bluetooth ongood fit around ear like joggingbatteri backup gudgood receiv cal scepticalsometim sound clear person still audibl travellingbut work fine timeconsnot muchit tight fit around thread,4,0.259,0.0,0.741,Unhappy,309,39
474,got  big billioni use  nd feel absolut satisfi product apart satisfi build qualiti would vote excel aspect jst go itread,5,0.136,0.0,0.864,Happy,120,20
475,product good design  tight fit  comfort wear sound qualiti good overal  good product priceread,4,0.604,0.0,0.396,Unhappy,94,14
476,amaz good sound qualiti n batteri back amaz fulli satisfi read,5,0.244,0.0,0.756,Happy,62,11
477,everyth superb  sond qualiti bass extrem  rang much need  shown rang   still one best headphon hav usedread,5,0.356,0.0,0.644,Happy,107,17
478,write review use item monthpro good build good sound qualityi want get bass littl us actual understand say direct tell sound good smooth dual connect bluetoothaux cabl long  good fitthey extend easi usethey difficult usecon littl bit tightfeel tight new headphon user feel goneread,4,0.27,0.046,0.684,Unhappy,281,44
479,accur reviewthi headphon nice sound bass qualiti regret  butth cushion ear headphon irrit caus disturbanceson full bass volum sever hour continu usag may give headachebut overal awesom qualiti headphon compar headphon marketi glad bought itboat nice compani want buy go itread,4,0.203,0.057,0.739,Unhappy,276,41
480,fact see look budget headphon best rangenon jblsoni phillip beat nobodi kind sound qualiti rang fun fact  even boat made model great dynam sound even rest model even expens one greatbassit like sit car woofer good amount crisp tribl  like sennheis still pop music lover like iti  bought thread,5,0.422,0.0,0.578,Happy,293,49
481,good listen song good call coz sometim sound audibl repeat sound come talk soft calljust music bestread,3,0.279,0.0,0.721,Unhappy,103,17
482,good product go itiniti felt littl tight ear later mani usageit cusion get adjust earsfeel good comfort rate ,4,0.356,0.0,0.644,Unhappy,109,18
483,wonder companion phone music amaz batteri life last whole day depend use good bass sound qualiti also work call go best part come addit aux cabl alway keep connect case low juic feel littl tight begin time get acoustom ear easi carri foldabl mechan consid price point good productread,4,0.175,0.037,0.788,Unhappy,284,49
484,right left distribut okayotherwis sound qualiti good clariti okaybass almost perfectread,4,0.225,0.0,0.775,Unhappy,88,11
485,nice bluetooth headphon pleas perform  day use prefer price  sound qualiti best comparis headphonesread,5,0.368,0.0,0.632,Happy,103,14
486,excel sound qualiti deep bass good batteri backup thing like tight ear got  big billion daysread,5,0.393,0.0,0.607,Happy,96,16
487,good product boat headphon good best also nice thank flipkartread,5,0.754,0.0,0.246,Happy,65,10
488,headphon stylish look bass dj dispoint batteri backup good mic okk okk overal good goodread,4,0.309,0.0,0.691,Unhappy,91,15
